"no_heading_1"	"no_heading_2"	"no_heading_3"	"no_heading_4"	"no_heading_5"	"no_heading_6"	"no_heading_7"	"no_heading_8"	"no_heading_9"	"no_heading_10"	"no_heading_11"	"no_heading_12"	"no_heading_13"	"no_heading_14"	"no_heading_15"	"no_heading_16"	"no_heading_17"	"no_heading_18"	"no_heading_19"	"no_heading_20"	"no_heading_21"	"no_heading_22"	"no_heading_23"
"V(OH)2+"	3.727015302872752e-07	"VOH+2"	1.985896524715839e-08	"V+3"	4.665817235298382e-11	"pH"	5.000000000000000e+00	"pe"	-4.453837784571223e+00	"PO2"	-8.000000000000000e+01	"PH2"	-1.018844529385179e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"V(OH)2+"	3.726899993053934e-07	"VOH+2"	1.985834078874326e-08	"V+3"	4.665668054679811e-11	"pH"	5.000000000000000e+00	"pe"	-4.353335386596772e+00	"PO2"	-7.959799000000000e+01	"PH2"	-1.219849325334082e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"V(OH)2+"	3.723039140109676e-07	"VOH+2"	1.983775193499073e-08	"VO+2"	2.444721591674623e-10	"pH"	5.000000000000000e+00	"pe"	-3.448812807272476e+00	"PO2"	-7.597989900000000e+01	"PH2"	-3.028894483982673e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"V(OH)2+"	3.683298977234021e-07	"VOH+2"	1.962830752984257e-08	"VO+2"	2.447061113846860e-09	"pH"	5.000000000000000e+00	"pe"	-2.443787798262673e+00	"PO2"	-7.195979900000000e+01	"PH2"	-5.038944502002281e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"V(OH)2+"	3.324179360989604e-07	"VO+2"	2.236514148725475e-08	"VOH+2"	1.773308608616938e-08	"pH"	5.000000000000000e+00	"pe"	-1.438762432652644e+00	"PO2"	-6.793969800000001e+01	"PH2"	-7.048995233222337e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"V(OH)2+"	1.661584727509588e-07	"VO+2"	1.141014230238517e-07	"VOF+"	7.702204026082048e-08	"pH"	5.000000000000000e+00	"pe"	-4.337364014244988e-01	"PO2"	-6.391959800000000e+01	"PH2"	-9.059047295678628e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"VO+2"	1.907283427412335e-07	"VOF+"	1.286626696142852e-07	"VOOH+"	3.457482031042654e-08	"pH"	5.000000000000000e+00	"pe"	5.712888562147425e-01	"PO2"	-5.989949700000000e+01	"PH2"	-1.106909781095711e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"VO+2"	1.643582072840620e-07	"VOF+"	1.108991181923659e-07	"V(OH)2+"	7.525065248530968e-08	"pH"	5.000000000000000e+00	"pe"	6.877610619351562e-02	"PO2"	-6.190954800000000e+01	"PH2"	-1.006407231091466e+01	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"VO+2"	1.419052731209430e-07	"V(OH)2+"	1.158707166960604e-07	"VOF+"	9.576765764237716e-08	"pH"	5.000000000000000e+00	"pe"	-1.824801448318101e-01	"PO2"	-6.291457300000000e+01	"PH2"	-9.561559808864004e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
"V(OH)2+"	1.401201220720191e-07	"VO+2"	1.284982853408390e-07	"VOF+"	8.672965186480120e-08	"pH"	5.000000000000000e+00	"pe"	-3.081081467524119e-01	"PO2"	-6.341708500000000e+01	"PH2"	-9.310303805022802e+00	"temp"	2.820000000000000e+01	3.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.000000000000000e+00
